year,country,region,rank,score,gdp,social_support,health,freedom,generosity,corruption,rank_change,score_change,iso3,gdp_change,social_support_change,health_change,freedom_change,generosity_change,corruption_change
2018,Denmark,Europe,3,7.555,1.351,1.59,0.8680000000000001,0.6829999999999999,0.28400000000000003,0.40800000000000003,1,0.03300016403197947,DNK,-0.13138301277161002,0.03887840747833038,0.07543447542190618,0.05699327754974404,-0.07128048872947701,0.007229931831359948
2019,Denmark,Europe,2,7.6,1.383,1.573,0.996,0.592,0.252,0.41000000000000003,-1,0.04499999999999993,DNK,0.03200000000000003,-0.017000000000000126,0.1279999999999999,-0.09099999999999997,-0.03200000000000003,0.0020000000000000018
2015,Djibouti,Sub-Saharan Africa,126,4.369,0.44025,0.59207,0.36291,0.46074,0.18093,0.28105,NA,NA,DJI,NA,NA,NA,NA,NA,NA
2015,Dominican Republic,Latin America and Caribbean,98,4.885,0.89537,1.17202,0.6682499999999999,0.5767200000000001,0.21684000000000003,0.14234000000000002,NA,NA,DOM,NA,NA,NA,NA,NA,NA
2016,Dominican Republic,Latin America and Caribbean,89,5.154999999999999,1.0278699999999998,0.99496,0.5766900000000001,0.52259,0.21286000000000002,0.12372000000000002,-9,0.2699999999999996,DOM,0.13249999999999984,-0.1770600000000001,-0.09155999999999975,-0.05413000000000012,-0.003980000000000011,-0.018619999999999998
2017,Dominican Republic,Americas,86,5.23000001907349,1.07937383651733,1.40241670608521,0.574873745441437,0.55258983373642,0.18696784973144503,0.11394525319337799,-3,0.07500001907349052,DOM,0.05150383651733015,0.40745670608521,-0.0018162545585631573,0.029999833736420012,-0.025892150268554986,-0.009774746806622034
2018,Dominican Republic,Americas,83,5.302,0.982,1.4409999999999998,0.614,0.5780000000000001,0.12000000000000001,0.10600000000000001,-3,0.07199998092650972,DOM,-0.09737383651733,0.038583293914789873,0.039126254558563,0.02541016626358006,-0.06696784973144503,-0.00794525319337798
2019,Dominican Republic,Americas,77,5.425,1.015,1.4009999999999998,0.779,0.497,0.113,0.101,-6,0.12300000000000022,DOM,0.03299999999999992,-0.040000000000000036,0.16500000000000004,-0.08100000000000007,-0.007000000000000006,-0.0050000000000000044
2015,Ecuador,Latin America and Caribbean,48,5.9750000000000005,0.8640200000000001,0.99903,0.79075,0.48574,0.11541,0.1809,NA,NA,ECU,NA,NA,NA,NA,NA,NA
2016,Ecuador,Latin America and Caribbean,51,5.976000000000001,0.9730599999999999,0.8597400000000002,0.6861299999999999,0.4027,0.10074000000000001,0.18036999999999997,3,0.001000000000000334,ECU,0.1090399999999998,-0.1392899999999998,-0.10462000000000005,-0.08304,-0.014669999999999989,-5.300000000000304e-4
2017,Ecuador,Americas,44,6.00799989700317,1.0008203983306896,1.28616881370544,0.685636222362518,0.45519819855689997,0.15011246502399403,0.140134647488594,-7,0.03199989700316941,ECU,0.027760398330689662,0.4264288137054397,-4.937776374819292e-4,0.052498198556899967,0.04937246502399402,-0.040235352511405975
2018,Ecuador,Americas,48,5.973000000000001,0.889,1.33,0.736,0.556,0.114,0.12000000000000001,4,-0.03499989700316952,ECU,-0.11182039833068957,0.043831186294560176,0.05036377763748201,0.10080180144310008,-0.036112465023994025,-0.02013464748859399
2019,Ecuador,Americas,50,6.028,0.912,1.312,0.8680000000000001,0.498,0.126,0.08700000000000001,2,0.05499999999999883,ECU,0.02300000000000002,-0.018000000000000016,0.13200000000000012,-0.05800000000000005,0.011999999999999997,-0.033
2015,Egypt,Middle East and Northern Africa,135,4.193999999999999,0.8818,0.747,0.61712,0.17288,0.11291,0.06324,NA,NA,EGY,NA,NA,NA,NA,NA,NA
2016,Egypt,Middle East and Northern Africa,120,4.361999999999999,0.9539500000000001,0.49812999999999996,0.52116,0.18847,0.12706,0.10393000000000001,-15,0.16800000000000015,EGY,0.07215000000000005,-0.24887000000000004,-0.09596000000000005,0.015589999999999993,0.01415000000000001,0.040690000000000004
2017,Egypt,Africa,104,4.735000133514401,0.9897018074989321,0.997471392154694,0.520187258720398,0.282110154628754,0.12863144278526303,0.11438136547803901,-16,0.37300013351440153,EGY,0.03575180749893203,0.4993413921546941,-9.727412796020074e-4,0.093640154628754,0.0015714427852630275,0.010451365478039001
2018,Egypt,Africa,122,4.4190000000000005,0.885,1.025,0.553,0.312,0.092,0.10700000000000001,18,-0.31600013351440026,EGY,-0.1047018074989321,0.027528607845305864,0.0328127412796021,0.029889845371246004,-0.036631442785263035,-0.007381365478038998
2019,Egypt,Africa,137,4.1659999999999995,0.913,1.039,0.644,0.24100000000000002,0.07600000000000001,0.067,15,-0.253000000000001,EGY,0.028000000000000025,0.014000000000000012,0.09099999999999997,-0.07099999999999998,-0.015999999999999986,-0.04000000000000001
2015,El Salvador,Latin America and Caribbean,42,6.13,0.76454,1.02507,0.6773699999999999,0.4035,0.10692000000000002,0.11776000000000002,NA,NA,SLV,NA,NA,NA,NA,NA,NA
2016,El Salvador,Latin America and Caribbean,46,6.068,0.8737000000000001,0.8097500000000001,0.596,0.37268999999999997,0.08877,0.10613000000000002,4,-0.06200000000000028,SLV,0.10916000000000015,-0.21531999999999984,-0.08136999999999994,-0.03081000000000006,-0.018150000000000013,-0.011630000000000001
2017,El Salvador,Americas,45,6.002999782562261,0.909784495830536,1.1821250915527302,0.5960185527801509,0.4324525296688081,0.07825798541307451,0.08998095989227288,-1,-0.06500021743773843,SLV,0.036084495830535857,0.3723750915527301,1.8552780150948855e-5,0.05976252966880813,-0.010512014586925494,-0.016149040107727136
2018,El Salvador,Americas,40,6.166999999999999,0.806,1.2309999999999999,0.639,0.461,0.065,0.082,-5,0.16400021743773774,SLV,-0.10378449583053595,0.048874908447269716,0.04298144721984909,0.028547470331191926,-0.013257985413074505,-0.007980959892272876
2019,El Salvador,Americas,35,6.253,0.7939999999999999,1.242,0.7889999999999999,0.43000000000000005,0.093,0.07400000000000001,-5,0.08600000000000119,SLV,-0.012000000000000122,0.01100000000000012,0.1499999999999999,-0.030999999999999972,0.027999999999999997,-0.007999999999999993
2015,Estonia,Central and Eastern Europe,73,5.429,1.15174,1.2279099999999998,0.77361,0.44888000000000006,0.0868,0.15184000000000003,NA,NA,EST,NA,NA,NA,NA,NA,NA
2016,Estonia,Central and Eastern Europe,72,5.5169999999999995,1.2796399999999999,1.0516299999999998,0.6809799999999999,0.41511000000000003,0.08423000000000001,0.18519,-1,0.08799999999999919,EST,0.1278999999999999,-0.17628,-0.0926300000000001,-0.03377000000000002,-0.002569999999999989,0.03334999999999996
2017,Estonia,Europe,66,5.61100006103516,1.32087934017181,1.4766710996627799,0.695168316364288,0.479131430387497,0.0988908112049103,0.18324892222881298,-6,0.09400006103516034,EST,0.04123934017181008,0.42504109966278003,0.014188316364288078,0.06402143038749697,0.014660811204910293,-0.0019410777711870164
2018,Estonia,Europe,63,5.739000000000001,1.2,1.532,0.737,0.553,0.08600000000000001,0.17400000000000002,-3,0.12799993896484096,EST,-0.12087934017181001,0.055328900337220155,0.04183168363571199,0.07386856961250304,-0.012890811204910299,-0.009248922228812961
2019,Estonia,Europe,55,5.893,1.2369999999999999,1.528,0.8740000000000001,0.495,0.10300000000000001,0.161,-8,0.15399999999999903,EST,0.03699999999999992,-0.0040000000000000036,0.13700000000000012,-0.05800000000000005,0.017,-0.013000000000000012
2015,Ethiopia,Sub-Saharan Africa,122,4.512,0.19073,0.6040599999999999,0.44055,0.43450000000000005,0.24325000000000002,0.15048000000000003,NA,NA,ETH,NA,NA,NA,NA,NA,NA
2016,Ethiopia,Sub-Saharan Africa,115,4.508,0.29283000000000003,0.37932000000000005,0.34578,0.36702999999999997,0.29522000000000004,0.17170000000000002,-7,-0.0039999999999995595,ETH,0.10210000000000002,-0.22473999999999988,-0.09477000000000002,-0.06747000000000009,0.051970000000000016,0.02121999999999999
2017,Ethiopia,Africa,119,4.460000038146969,0.33923384547233587,0.8646692037582401,0.35340970754623396,0.408842742443085,0.31265074014663696,0.165455713868141,4,-0.047999961853030904,ETH,0.046403845472335836,0.48534920375824003,0.007629707546233988,0.04181274244308503,0.017430740146636925,-0.0062442861318590115
2018,Ethiopia,Africa,127,4.35,0.308,0.9500000000000001,0.391,0.452,0.22,0.14600000000000002,8,-0.11000003814696946,ETH,-0.031233845472335875,0.08533079624175999,0.03759029245376605,0.04315725755691502,-0.09265074014663696,-0.01945571386814099
2019,Ethiopia,Africa,134,4.2860000000000005,0.33599999999999997,1.033,0.532,0.344,0.20900000000000002,0.1,7,-0.06399999999999917,ETH,0.02799999999999997,0.08299999999999985,0.14100000000000001,-0.10800000000000004,-0.010999999999999982,-0.04600000000000001
2015,Finland,Western Europe,6,7.406000000000001,1.2902500000000001,1.31826,0.88911,0.6416900000000001,0.23351000000000002,0.41372000000000003,NA,NA,FIN,NA,NA,NA,NA,NA,NA
2016,Finland,Western Europe,5,7.413,1.4059799999999998,1.13464,0.81091,0.5710400000000001,0.25492000000000004,0.41004,-1,0.006999999999999673,FIN,0.11572999999999967,-0.1836199999999999,-0.07819999999999994,-0.07064999999999999,0.021410000000000012,-0.0036800000000000166
2017,Finland,Europe,5,7.468999862670899,1.44357192516327,1.5402467250824,0.80915766954422,0.6179508566856381,0.24548277258873002,0.38261154294014,0,0.05599986267089907,FIN,0.037591925163270146,0.4056067250823998,-0.001752330455780049,0.04691085668563799,-0.00943722741127001,-0.027428457059860023
2018,Finland,Europe,1,7.632,1.305,1.592,0.8740000000000001,0.6809999999999999,0.202,0.393,-4,0.16300013732910035,FIN,-0.13857192516327,0.05175327491760018,0.06484233045578014,0.06304914331436184,-0.04348277258873001,0.010388457059860023
2019,Finland,Europe,1,7.769,1.34,1.587,0.986,0.596,0.15300000000000002,0.393,0,0.13700000000000045,FIN,0.03500000000000014,-0.0050000000000001155,0.11199999999999988,-0.08499999999999996,-0.04899999999999999,0
2015,France,Western Europe,29,6.575,1.27778,1.26038,0.9457900000000001,0.55011,0.12332000000000001,0.20646000000000003,NA,NA,FRA,NA,NA,NA,NA,NA,NA
2016,France,Western Europe,32,6.478000000000001,1.3948800000000001,1.00508,0.8379500000000001,0.46562000000000003,0.12160000000000001,0.17808000000000002,3,-0.09699999999999953,FRA,0.1171000000000002,-0.2553000000000001,-0.10784000000000005,-0.08448999999999995,-0.0017199999999999993,-0.028380000000000016
2017,France,Europe,31,6.441999912261961,1.4309234619140598,1.3877768516540498,0.844465851783752,0.47022211551666304,0.12976230680942505,0.172502428293228,-1,-0.03600008773803953,FRA,0.036043461914059716,0.3826968516540499,0.006515851783751914,0.004602115516663008,0.008162306809425035,-0.005577571706772005
2018,France,Europe,23,6.489000000000001,1.293,1.466,0.908,0.52,0.098,0.17600000000000002,-8,0.04700008773803965,FRA,-0.1379234619140599,0.07822314834595012,0.06353414821624803,0.049777884483336976,-0.031762306809425045,0.003497571706772007
2019,France,Europe,24,6.592,1.324,1.472,1.045,0.43600000000000005,0.111,0.183,1,0.10299999999999887,FRA,0.03100000000000014,0.006000000000000005,0.1369999999999999,-0.08399999999999996,0.012999999999999998,0.0069999999999999785
2015,Gabon,Sub-Saharan Africa,143,3.8959999999999995,1.06024,0.90528,0.43372000000000005,0.31914,0.06822000000000002,0.11091,NA,NA,GAB,NA,NA,NA,NA,NA,NA
2016,Gabon,Sub-Saharan Africa,134,4.1209999999999996,1.1585100000000002,0.72368,0.3494,0.28098000000000006,0.062439999999999996,0.09314,-9,0.2250000000000001,GAB,0.09827000000000008,-0.18159999999999998,-0.08432000000000006,-0.038159999999999916,-0.005780000000000021,-0.017769999999999994
2017,Gabon,Africa,118,4.46500015258789,1.1982102394104002,1.1556202173232997,0.356578588485718,0.3123285770416261,0.043785378336906405,0.0760467872023582,-16,0.3440001525878902,GAB,0.03970023941040002,0.4319402173232997,0.007178588485718007,0.031348577041626025,-0.01865462166309359,-0.017093212797641796
2018,Gabon,Africa,103,4.758,1.036,1.1640000000000001,0.404,0.356,0.032,0.052000000000000005,-15,0.29299984741211027,GAB,-0.16221023941040014,0.008379782676700476,0.04742141151428203,0.043671422958373896,-0.011785378336906405,-0.0240467872023582
2019,Gabon,Africa,104,4.799,1.057,1.183,0.5710000000000001,0.29500000000000004,0.043000000000000003,0.055,1,0.04100000000000037,GAB,0.020999999999999908,0.018999999999999906,0.16700000000000004,-0.06099999999999994,0.011000000000000003,0.0029999999999999957
2019,Gambia,Africa,120,4.516,0.308,0.9390000000000001,0.42800000000000005,0.382,0.269,0.167,NA,NA,GMB,NA,NA,NA,NA,NA,NA
2015,Georgia,Central and Eastern Europe,130,4.297,0.7419,0.38562,0.7292599999999999,0.40577,0.05547,0.38331000000000004,NA,NA,GEO,NA,NA,NA,NA,NA,NA
2016,Georgia,Central and Eastern Europe,126,4.252,0.8379200000000001,0.19249000000000002,0.64035,0.32461,0.06786,0.31880000000000003,-4,-0.04499999999999993,GEO,0.0960200000000001,-0.19313,-0.08890999999999993,-0.08116000000000001,0.012390000000000005,-0.06451000000000001
2017,Georgia,Asia,125,4.285999774932861,0.950612664222717,0.5706149339675901,0.6495469808578488,0.309410035610199,0.05400881543755531,0.2516666352748871,-1,0.03399977493286155,GEO,0.11269266422271684,0.37812493396759006,0.009196980857848813,-0.015199964389801035,-0.01385118456244469,-0.06713336472511294
2018,Georgia,Asia,128,4.34,0.8530000000000001,0.592,0.643,0.375,0.038,0.21500000000000002,3,0.05400022506713853,GEO,-0.09761266422271686,0.02138506603240986,-0.006546980857848772,0.06558996438980103,-0.016008815437555314,-0.03666663527488706
2019,Georgia,Asia,119,4.519,0.886,0.6659999999999999,0.752,0.346,0.043000000000000003,0.164,-9,0.17900000000000027,GEO,0.03299999999999992,0.07399999999999995,0.10899999999999999,-0.029000000000000026,0.0050000000000000044,-0.05100000000000002
2015,Germany,Western Europe,26,6.75,1.3279199999999998,1.29937,0.89186,0.61477,0.28214,0.21843000000000004,NA,NA,DEU,NA,NA,NA,NA,NA,NA
2016,Germany,Western Europe,16,6.994,1.4478699999999998,1.09774,0.8148700000000001,0.53466,0.30452,0.28551000000000004,-10,0.24399999999999977,DEU,0.11995,-0.20162999999999998,-0.07698999999999989,-0.08011000000000001,0.02238000000000001,0.06708
2017,Germany,Europe,16,6.95100021362305,1.4879233837127697,1.4725203514099097,0.7989507317543029,0.5625113844871519,0.336269170045853,0.27673193812370295,0,-0.042999786376949345,DEU,0.0400533837127699,0.37478035140990973,-0.015919268245697227,0.027851384487151853,0.03174917004585298,-0.008778061876297094
2018,Germany,Europe,15,6.965,1.34,1.474,0.8610000000000001,0.586,0.273,0.28,-1,0.01399978637694943,DEU,-0.14792338371276958,0.00147964859009031,0.06204926824569723,0.023488615512848088,-0.06326917004585297,0.0032680618762970792
2019,Germany,Europe,17,6.985,1.373,1.454,0.987,0.495,0.261,0.265,2,0.020000000000000462,DEU,0.03299999999999992,-0.020000000000000018,0.1259999999999999,-0.09099999999999997,-0.01200000000000001,-0.015000000000000013
2015,Ghana,Sub-Saharan Africa,114,4.633,0.54558,0.6795399999999999,0.40132000000000007,0.4234200000000001,0.23087,0.043550000000000005,NA,NA,GHA,NA,NA,NA,NA,NA,NA
2016,Ghana,Sub-Saharan Africa,124,4.276000000000001,0.63107,0.49352999999999997,0.2968100000000001,0.40973,0.21203000000000002,0.032600000000000004,10,-0.3569999999999993,GHA,0.08549000000000007,-0.18600999999999995,-0.10450999999999999,-0.013690000000000091,-0.018839999999999968,-0.010950000000000001
2017,Ghana,Africa,131,4.11999988555908,0.667224824428558,0.873664736747742,0.295637726783752,0.42302629351615906,0.25692394375801103,0.025336369872093204,7,-0.15600011444092043,GHA,0.036154824428558,0.38013473674774206,-0.0011722732162480765,0.013296293516159075,0.04489394375801101,-0.0072636301279068
2018,Ghana,Africa,108,4.656999999999999,0.592,0.896,0.33699999999999997,0.499,0.21200000000000002,0.028999999999999998,-23,0.5370001144409189,GHA,-0.07522482442855805,0.022335263252257986,0.04136227321624797,0.07597370648384094,-0.04492394375801101,0.003663630127906794
2019,Ghana,Africa,98,4.996,0.611,0.8680000000000001,0.48600000000000004,0.381,0.24500000000000002,0.04,-10,0.3390000000000013,GHA,0.019000000000000017,-0.027999999999999914,0.14900000000000008,-0.118,0.033,0.011000000000000003
2015,Greece,Western Europe,102,4.856999999999999,1.15406,0.92933,0.88213,0.07699000000000002,0,0.013970000000000002,NA,NA,GRC,NA,NA,NA,NA,NA,NA
2016,Greece,Western Europe,99,5.033,1.2488599999999999,0.75473,0.8002900000000001,0.05822,0,0.04127,-3,0.17600000000000104,GRC,0.09479999999999977,-0.17459999999999998,-0.08183999999999991,-0.018770000000000016,0,0.027299999999999998
2017,Greece,Europe,87,5.227000236511229,1.28948748111725,1.23941457271576,0.8101989030838012,0.09573125094175343,0,0.04328977689146999,-12,0.19400023651122833,GRC,0.04062748111725023,0.48468457271575993,0.009908903083801102,0.03751125094175343,0,0.002019776891469989
2018,Greece,Europe,79,5.358,1.1540000000000001,1.202,0.8790000000000001,0.131,0,0.044,-8,0.13099976348877096,GRC,-0.13548748111724995,-0.037414572715759986,0.06880109691619896,0.035268749058246576,0,7.102231085300073e-4
2019,Greece,Europe,82,5.287,1.181,1.1560000000000001,0.999,0.067,0,0.034,3,-0.07099999999999973,GRC,0.026999999999999913,-0.04599999999999982,0.11999999999999988,-0.064,0,-0.009999999999999995
2015,Guatemala,Latin America and Caribbean,43,6.122999999999999,0.7455299999999999,1.0435599999999998,0.64425,0.57733,0.27489,0.09472000000000001,NA,NA,GTM,NA,NA,NA,NA,NA,NA
2016,Guatemala,Latin America and Caribbean,39,6.323999999999999,0.8345400000000001,0.8711900000000001,0.54039,0.5037900000000001,0.28808000000000006,0.08701,-4,0.20099999999999962,GTM,0.08901000000000014,-0.1723699999999997,-0.10385999999999995,-0.07353999999999994,0.013190000000000035,-0.0077100000000000085
2017,Guatemala,Americas,29,6.4539999961853,0.872001945972443,1.2555851936340299,0.5402399897575378,0.531310617923737,0.28348839282989513,0.07722327858209613,-10,0.12999999618530111,GTM,0.0374619459724429,0.38439519363402974,-1.500102424621952e-4,0.027520617923736945,-0.004591607170104928,-0.009786721417903876
2018,Guatemala,Americas,30,6.382,0.7809999999999999,1.268,0.608,0.604,0.17900000000000002,0.07100000000000001,1,-0.0719999961853004,GTM,-0.09100194597244304,0.012414806365970144,0.06776001024246214,0.072689382076262965,-0.10448839282989511,-0.00622327858209612
2019,Guatemala,Americas,27,6.436000000000001,0.8,1.269,0.746,0.535,0.17500000000000002,0.07800000000000001,-3,0.05400000000000116,GTM,0.019000000000000128,9.999999999998899e-4,0.138,-0.06899999999999995,-0.0040000000000000036,0.007000000000000006
2015,Guinea,Sub-Saharan Africa,150,3.6559999999999997,0.17417,0.46475,0.24009000000000003,0.37725,0.28657000000000005,0.12139000000000001,NA,NA,GIN,NA,NA,NA,NA,NA,NA
2016,Guinea,Sub-Saharan Africa,151,3.607,0.22415,0.3109,0.18829,0.30952999999999997,0.29914,0.1192,1,-0.04899999999999949,GIN,0.04998,-0.15385,-0.05180000000000001,-0.06772,0.01256999999999997,-0.0021900000000000114
2017,Guinea,Africa,149,3.50699996948242,0.24454993009567305,0.791244685649872,0.194129139184952,0.34858751296997104,0.264815092086792,0.11093761771917299,-2,-0.10000003051758011,GIN,0.020399930095673063,0.48034468564987204,0.005839139184951991,0.039057512969971064,-0.034324907913208025,-0.008262382280827013
2018,Guinea,Africa,140,3.964,0.344,0.7919999999999999,0.21100000000000002,0.394,0.185,0.094,-9,0.45700003051757987,GIN,0.09945006990432692,7.553143501278781e-4,0.016870860815048017,0.04541248703002898,-0.079815092086792,-0.016937617719172987
2019,Guinea,Africa,118,4.534,0.38,0.8290000000000001,0.375,0.33199999999999996,0.20700000000000002,0.08600000000000001,-22,0.5699999999999998,GIN,0.03600000000000003,0.037000000000000144,0.16399999999999998,-0.062000000000000055,0.02200000000000002,-0.007999999999999993
2015,Haiti,Latin America and Caribbean,119,4.518,0.26672999999999997,0.74302,0.38847000000000004,0.24425000000000002,0.46187000000000006,0.17175,NA,NA,HTI,NA,NA,NA,NA,NA,NA
2016,Haiti,Latin America and Caribbean,136,4.028,0.34097,0.29561000000000004,0.27494,0.12072000000000002,0.47958000000000006,0.14476000000000003,17,-0.4900000000000002,HTI,0.07424000000000003,-0.44741,-0.11353000000000002,-0.12353,0.017710000000000004,-0.026989999999999986
2017,Haiti,Americas,145,3.6029999256133998,0.368610262870789,0.640449821949005,0.277321130037308,0.0303698573261499,0.48920378088951105,0.09987214952707289,9,-0.4250000743865998,HTI,0.027640262870789023,0.344839821949005,0.002381130037307999,-0.09035014267385012,0.009623780889510991,-0.044887850472927135
2018,Haiti,Americas,148,3.582,0.315,0.714,0.28900000000000003,0.025,0.392,0.10400000000000001,3,-0.020999925613399917,HTI,-0.053610262870789016,0.07355017805099495,0.011678869962692018,-0.0053698573261498975,-0.09720378088951104,0.0041278504729271165
2019,Haiti,Americas,147,3.597,0.323,0.688,0.449,0.026000000000000002,0.41900000000000004,0.11,-1,0.015000000000000124,HTI,0.008000000000000007,-0.026000000000000023,0.15999999999999998,0.0010000000000000009,0.027000000000000024,0.0059999999999999915
2015,Honduras,Latin America and Caribbean,105,4.788,0.59532,0.95348,0.6950999999999999,0.40148000000000006,0.23027,0.06825,NA,NA,HND,NA,NA,NA,NA,NA,NA
2016,Honduras,Latin America and Caribbean,104,4.871,0.69429,0.75596,0.58383,0.26755,0.20440000000000003,0.06906,-1,0.08300000000000018,HND,0.09897,-0.19752000000000003,-0.11126999999999998,-0.13393000000000005,-0.025869999999999976,8.099999999999913e-4
2017,Honduras,Americas,91,5.18100023269653,0.7305731177330019,1.14394497871399,0.5825694799423218,0.34807986021041903,0.23618887364864297,0.0733454525470734,-13,0.3100002326965292,HND,0.03628311773300197,0.38798497871398996,-0.0012605200576781828,0.08052986021041902,0.03178887364864294,0.0042854525470734095
2018,Honduras,Americas,72,5.504,0.62,1.2049999999999998,0.622,0.459,0.197,0.07400000000000001,-19,0.3229997673034699,HND,-0.11057311773300194,0.061055021286009925,0.03943052005767822,0.11092013978958098,-0.03918887364864296,6.545474529266043e-4
2019,Honduras,Americas,59,5.859999999999999,0.642,1.236,0.8280000000000001,0.507,0.24600000000000002,0.07800000000000001,-13,0.35599999999999987,HND,0.02200000000000002,0.03100000000000014,0.20600000000000007,0.04799999999999999,0.049000000000000016,0.0040000000000000036
2015,Hong Kong,Eastern Asia,72,5.474,1.3860400000000002,1.0581800000000001,1.01328,0.5960799999999999,0.39478,0.37123999999999996,NA,NA,HKG,NA,NA,NA,NA,NA,NA
2016,Hong Kong,Eastern Asia,75,5.458,1.5107,0.87021,0.9527700000000001,0.48079,0.40097000000000005,0.31647000000000003,3,-0.016000000000000014,HKG,0.12465999999999977,-0.18797000000000008,-0.06050999999999984,-0.11528999999999995,0.006190000000000029,-0.05476999999999993
2018,Hong Kong,Asia,76,5.430000000000001,1.4049999999999998,1.29,1.03,0.524,0.24600000000000002,0.29100000000000004,1,-0.02799999999999958,HKG,-0.10570000000000013,0.41979,0.07722999999999991,0.043210000000000026,-0.15497000000000002,-0.025469999999999993
2019,Hong Kong,Asia,76,5.430000000000001,1.438,1.277,1.122,0.44,0.258,0.28700000000000003,0,0,HKG,0.03300000000000014,-0.013000000000000123,0.09200000000000008,-0.08400000000000002,0.011999999999999983,-0.0040000000000000036
2017,"Hong Kong S.A.R., China",Asia,71,5.472000122070311,1.5516748428344695,1.26279091835022,0.943062424659729,0.490968644618988,0.37446579337120106,0.293933749198914,NA,NA,HKG,NA,NA,NA,NA,NA,NA
2015,Hungary,Central and Eastern Europe,104,4.8,1.12094,1.20215,0.75905,0.32112,0.128,0.02758,NA,NA,HUN,NA,NA,NA,NA,NA,NA
2016,Hungary,Central and Eastern Europe,91,5.145,1.2414199999999997,0.9316400000000001,0.6760799999999999,0.19770000000000001,0.09899999999999999,0.044719999999999996,-13,0.34499999999999975,HUN,0.1204799999999997,-0.2705099999999999,-0.0829700000000001,-0.12342,-0.029000000000000012,0.017139999999999996
2017,Hungary,Europe,75,5.32399988174438,1.2860119342804002,1.34313309192657,0.687763452529907,0.17586351931095098,0.0784016624093056,0.0366369374096394,-16,0.17899988174438075,HUN,0.044591934280400425,0.4114930919265699,0.011683452529907101,-0.02183648068904903,-0.02059833759069439,-0.008083062590360596
2018,Hungary,Europe,69,5.619999999999999,1.171,1.4009999999999998,0.732,0.259,0.061,0.022,-6,0.2960001182556189,HUN,-0.11501193428040013,0.05786690807342976,0.04423654747009298,0.08313648068904902,-0.0174016624093056,-0.014636937409639401
2019,Hungary,Europe,62,5.758,1.2009999999999998,1.41,0.8280000000000001,0.199,0.081,0.02,-7,0.1380000000000008,HUN,0.029999999999999805,0.009000000000000119,0.09600000000000009,-0.06,0.020000000000000004,-0.0019999999999999983
2015,Iceland,Western Europe,2,7.561,1.30232,1.4022299999999999,0.9478400000000001,0.62877,0.4363000000000001,0.14145000000000002,NA,NA,ISL,NA,NA,NA,NA,NA,NA
2016,Iceland,Western Europe,3,7.501,1.4266599999999998,1.18326,0.86733,0.5662400000000001,0.47678000000000004,0.14975000000000002,1,-0.05999999999999961,ISL,0.1243399999999999,-0.2189699999999999,-0.08051000000000008,-0.06252999999999997,0.04047999999999996,0.008300000000000002
2017,Iceland,Europe,3,7.5040001869201705,1.480633020401,1.6105740070342998,0.833552122116089,0.6271626353263849,0.47554022073745705,0.15352655947208402,0,0.0030001869201701226,ISL,0.05397302040100027,0.4273140070342998,-0.03377787788391107,0.060922635326384866,-0.0012397792625429838,0.0037765594720839957
2018,Iceland,Europe,4,7.495,1.343,1.6440000000000001,0.914,0.6769999999999999,0.353,0.138,1,-0.00900018692017035,ISL,-0.13763302040100012,0.03342599296570037,0.08044787788391106,0.04983736467361499,-0.12254022073745707,-0.015526559472084006
2019,Iceland,Europe,4,7.494,1.3800000000000001,1.624,1.026,0.591,0.354,0.118,0,-0.001000000000000334,ISL,0.037000000000000144,-0.020000000000000018,0.11199999999999999,-0.08599999999999997,0.0010000000000000009,-0.020000000000000018
2015,India,Southern Asia,117,4.5649999999999995,0.6449900000000001,0.38173999999999997,0.51529,0.39786000000000005,0.26475,0.08492000000000001,NA,NA,IND,NA,NA,NA,NA,NA,NA
2016,India,Southern Asia,118,4.404,0.7403599999999999,0.29247000000000006,0.45091000000000003,0.40285000000000004,0.25028,0.08722000000000002,1,-0.1609999999999996,IND,0.09536999999999984,-0.0892699999999999,-0.06437999999999999,0.0049899999999999944,-0.014469999999999983,0.0023000000000000104
2017,India,Asia,122,4.315000057220459,0.792221248149872,0.7543725967407229,0.4554276168346411,0.46998700499534607,0.23153848946094505,0.09222688525915151,4,-0.08899994277954093,IND,0.05186124814987214,0.4619025967407228,0.0045176168346410805,0.06713700499534603,-0.018741510539054956,0.0050068852591514945
2018,India,Asia,133,4.1899999999999995,0.721,0.747,0.48500000000000004,0.539,0.17200000000000001,0.093,11,-0.12500005722045948,IND,-0.07122124814987207,-0.007372596740722881,0.02957238316535893,0.06901299500465397,-0.05953848946094503,7.731147408484851e-4
2019,India,Asia,140,4.015,0.755,0.765,0.588,0.498,0.2,0.085,7,-0.17499999999999982,IND,0.03400000000000003,0.018000000000000016,0.10299999999999992,-0.041000000000000036,0.027999999999999997,-0.007999999999999993
2015,Indonesia,Southeastern Asia,74,5.399,0.8282700000000001,1.08708,0.63793,0.46611,0.51535,0,NA,NA,IDN,NA,NA,NA,NA,NA,NA
2016,Indonesia,Southeastern Asia,79,5.313999999999999,0.9510400000000001,0.8762500000000001,0.49373999999999996,0.39237000000000005,0.56521,0.00322,5,-0.08500000000000085,IDN,0.12277000000000005,-0.21082999999999996,-0.14419000000000004,-0.07373999999999997,0.049860000000000015,0.00322
