year,country,region,rank,score,gdp,social_support,health,freedom,generosity,corruption,rank_change,score_change,iso3,gdp_change,social_support_change,health_change,freedom_change,generosity_change,corruption_change
2015,Australia,Australia and New Zealand,10,7.284,1.33358,1.30923,0.9315599999999999,0.65124,0.43562000000000006,0.35637,NA,NA,AUS,NA,NA,NA,NA,NA,NA
2016,Australia,Australia and New Zealand,9,7.313,1.4444299999999999,1.10476,0.8512000000000001,0.56837,0.47407000000000005,0.32331000000000004,-1,0.028999999999999915,AUS,0.11084999999999989,-0.20446999999999993,-0.08035999999999988,-0.08287,0.038449999999999984,-0.03305999999999998
2017,Australia,Oceania,10,7.283999919891361,1.484414935112,1.5100419521331798,0.8438867926597601,0.601607382297516,0.47769924998283403,0.30118373036384605,1,-0.02900008010863875,AUS,0.039984935112000075,0.40528195213317986,-0.007313207340239991,0.03323738229751594,0.003629249982833982,-0.022126269636153995
2018,Australia,Oceania,10,7.272,1.34,1.573,0.91,0.647,0.361,0.302,0,-0.011999919891360733,AUS,-0.14441493511199988,0.06295804786682013,0.06611320734023995,0.04539261770248404,-0.11669924998283404,8.162696361539434e-4
2019,Australia,Oceania,11,7.228,1.372,1.548,1.036,0.557,0.33199999999999996,0.29000000000000004,1,-0.04400000000000048,AUS,0.03200000000000003,-0.02499999999999991,0.126,-0.08999999999999997,-0.029000000000000026,-0.011999999999999955
2015,Austria,Western Europe,13,7.2,1.33723,1.29704,0.89042,0.6243299999999999,0.33088,0.18676,NA,NA,AUT,NA,NA,NA,NA,NA,NA
2016,Austria,Western Europe,12,7.119,1.45038,1.0838299999999998,0.8056500000000001,0.54355,0.32865,0.21348000000000003,-1,-0.0810000000000004,AUT,0.11315000000000008,-0.21321000000000012,-0.0847699999999999,-0.08077999999999996,-0.0022300000000000098,0.02672000000000002
2017,Austria,Europe,13,7.006000041961671,1.4870972633361799,1.4599449634552,0.8153284192085272,0.567766189575195,0.316472321748734,0.22106036543846103,1,-0.11299995803832896,AUT,0.03671726333617986,0.3761149634552001,0.009678419208527078,0.024216189575195002,-0.012177678251265978,0.007580365438460995
2018,Austria,Europe,12,7.139,1.341,1.504,0.891,0.617,0.24200000000000002,0.224,-1,0.13299995803832942,AUT,-0.1460972633361799,0.04405503654480003,0.07567158079147285,0.049233810424805013,-0.074472321748734,0.0029396345615389785
2019,Austria,Europe,10,7.246,1.3760000000000001,1.4749999999999999,1.016,0.532,0.24400000000000002,0.226,-2,0.1070000000000002,AUT,0.03500000000000014,-0.029000000000000137,0.125,-0.08499999999999996,0.0020000000000000018,0.0020000000000000018
2015,Azerbaijan,Central and Eastern Europe,80,5.212,1.0238899999999997,0.93793,0.64045,0.3703,0.07799000000000002,0.16065,NA,NA,AZE,NA,NA,NA,NA,NA,NA
2016,Azerbaijan,Central and Eastern Europe,81,5.291,1.12373,0.76042,0.5450400000000001,0.35327,0.0564,0.17914000000000002,1,0.07900000000000063,AZE,0.09984000000000015,-0.17751000000000006,-0.09540999999999988,-0.017030000000000045,-0.02159000000000002,0.018490000000000034
2017,Azerbaijan,Asia,85,5.234000205993651,1.1536017656326298,1.15240025520325,0.540775775909424,0.39815583825111395,0.0452693402767181,0.180987507104874,4,-0.0569997940063498,AZE,0.029871765632629943,0.39198025520324997,-0.00426422409057603,0.044885838251113974,-0.0111306597232819,0.0018475071048739689
2018,Azerbaijan,Asia,87,5.2010000000000005,1.024,1.161,0.603,0.43000000000000005,0.031,0.17600000000000002,2,-0.033000205993650056,AZE,-0.12960176563262982,0.008599744796750075,0.06222422409057593,0.0318441617488861,-0.014269340276718098,-0.004987507104873973
2019,Azerbaijan,Asia,90,5.208,1.043,1.147,0.769,0.351,0.034999999999999996,0.182,3,0.006999999999999673,AZE,0.018999999999999906,-0.014000000000000012,0.16600000000000004,-0.07900000000000007,0.003999999999999997,0.005999999999999978
2015,Bahrain,Middle East and Northern Africa,49,5.96,1.3237599999999998,1.21624,0.7471599999999999,0.45492000000000005,0.17362,0.306,NA,NA,BHR,NA,NA,NA,NA,NA,NA
2016,Bahrain,Middle East and Northern Africa,42,6.218,1.44024,0.9439700000000001,0.65696,0.47375,0.17147,0.25772,-7,0.258,BHR,0.11648000000000014,-0.2722699999999999,-0.09019999999999995,0.018829999999999958,-0.0021499999999999853,-0.04827999999999999
2017,Bahrain,Asia,41,6.08699989318848,1.48841226100922,1.3231104612350502,0.653133034706116,0.5367469191551211,0.17266848683357203,0.257042169570923,-1,-0.13100010681151986,BHR,0.04817226100922012,0.3791404612350501,-0.0038269652938840437,0.06299691915512107,0.0011984868335720156,-6.778304290769865e-4
2018,Bahrain,Asia,43,6.1049999999999995,1.338,1.366,0.698,0.594,0.24300000000000002,0.12300000000000001,2,0.018000106811519423,BHR,-0.15041226100922,0.04288953876494994,0.04486696529388401,0.0572530808448789,0.070331513166428,-0.13404216957092302
2019,Bahrain,Asia,37,6.199,1.362,1.368,0.8710000000000001,0.536,0.255,0.11,-6,0.0940000000000003,BHR,0.02400000000000002,0.0020000000000000018,0.17300000000000015,-0.05799999999999994,0.011999999999999983,-0.013000000000000012
2015,Bangladesh,Southern Asia,109,4.693999999999999,0.39753,0.43106000000000005,0.6016400000000001,0.4082,0.21222000000000002,0.12569,NA,NA,BGD,NA,NA,NA,NA,NA,NA
2016,Bangladesh,Southern Asia,110,4.643,0.5417700000000001,0.24749000000000004,0.5298900000000001,0.39778,0.19132,0.12583,1,-0.05099999999999927,BGD,0.1442400000000001,-0.18357,-0.07174999999999998,-0.010419999999999985,-0.02090000000000003,1.4000000000000123e-4
2017,Bangladesh,Asia,110,4.607999801635739,0.5866829752922058,0.7351317405700679,0.5332410335540773,0.47835665941238403,0.17225535213947304,0.12371785938739799,0,-0.03500019836426116,BGD,0.044912975292205726,0.48764174057006787,0.0033510335540771763,0.08057665941238401,-0.019064647860526945,-0.0021121406126020092
2018,Bangladesh,Asia,115,4.5,0.532,0.8500000000000001,0.5790000000000001,0.58,0.15300000000000002,0.14400000000000002,5,-0.10799980163573863,BGD,-0.05468297529220578,0.11486825942993217,0.04575896644592281,0.10164334058761593,-0.01925535213947302,0.02028214061260203
2019,Bangladesh,Asia,125,4.456,0.562,0.928,0.723,0.527,0.166,0.14300000000000002,10,-0.043999999999999595,BGD,0.030000000000000027,0.07799999999999996,0.1439999999999999,-0.052999999999999936,0.012999999999999984,-0.0010000000000000009
2015,Belarus,Central and Eastern Europe,59,5.813,1.0319199999999997,1.2328899999999998,0.73608,0.37938000000000005,0.11046,0.19090000000000001,NA,NA,BLR,NA,NA,NA,NA,NA,NA
2016,Belarus,Central and Eastern Europe,61,5.802,1.13062,1.0499299999999998,0.63104,0.29091000000000006,0.13942000000000002,0.17457,2,-0.01100000000000012,BLR,0.09870000000000023,-0.18296,-0.10503999999999991,-0.08847,0.028960000000000014,-0.01633000000000001
2017,Belarus,Europe,67,5.5689997673034695,1.1565575599670403,1.4449452161788898,0.6377142667770389,0.2954002618789671,0.15513750910759003,0.15631382167339303,6,-0.23300023269653014,BLR,0.02593755996704039,0.39501521617889,0.006674266777038862,0.004490261878967061,0.01571750910759001,-0.018256178326606975
2018,Belarus,Europe,73,5.4830000000000005,1.039,1.498,0.7,0.307,0.101,0.15400000000000003,6,-0.08599976730346892,BLR,-0.11755755996704043,0.053054783821110174,0.06228573322296105,0.011599738121032876,-0.05413750910759002,-0.0023138216733930017
2019,Belarus,Europe,81,5.3229999999999995,1.067,1.4649999999999999,0.7889999999999999,0.23500000000000001,0.094,0.14200000000000002,8,-0.16000000000000103,BLR,0.028000000000000025,-0.03300000000000014,0.08899999999999997,-0.07199999999999998,-0.007000000000000006,-0.01200000000000001
2015,Belgium,Western Europe,19,6.937,1.3078199999999998,1.2856599999999998,0.8966700000000001,0.5844999999999999,0.2225,0.22540000000000002,NA,NA,BEL,NA,NA,NA,NA,NA,NA
2016,Belgium,Western Europe,18,6.929,1.4253899999999997,1.05249,0.81959,0.51354,0.24240000000000003,0.26248000000000005,-1,-0.008000000000000007,BEL,0.11756999999999995,-0.23316999999999988,-0.07708000000000004,-0.07095999999999991,0.01990000000000003,0.03708000000000003
2017,Belgium,Europe,17,6.89099979400635,1.46378076076508,1.4623126983642598,0.818091869354248,0.5397707223892211,0.231503337621689,0.251343131065369,-1,-0.03800020599364995,BEL,0.03839076076508019,0.4098226983642599,-0.0014981306457519938,0.026230722389221084,-0.010896662378311023,-0.011136868934631061
2018,Belgium,Europe,16,6.927,1.324,1.4829999999999999,0.894,0.583,0.188,0.24000000000000002,-1,0.03600020599364928,BEL,-0.13978076076507984,0.020687301635740063,0.07590813064575197,0.04322927761077888,-0.04350333762168901,-0.011343131065368967
2019,Belgium,Europe,18,6.923,1.356,1.504,0.986,0.47300000000000003,0.16,0.21000000000000002,2,-0.0039999999999995595,BEL,0.03200000000000003,0.02100000000000013,0.09199999999999997,-0.10999999999999993,-0.027999999999999997,-0.03
2016,Belize,Latin America and Caribbean,52,5.956,0.87616,0.6865499999999999,0.45569,0.5123099999999999,0.23684000000000002,0.10771000000000001,NA,NA,BLZ,NA,NA,NA,NA,NA,NA
2017,Belize,Americas,50,5.955999851226809,0.907975316047668,1.08141779899597,0.450191766023636,0.547509372234344,0.24001564085483604,0.09658107161521912,-2,-1.487731910998491e-7,BLZ,0.03181531604766796,0.39486779899597,-0.005498233976364009,0.035199372234344106,0.003175640854836015,-0.011128928384780898
2018,Belize,Americas,49,5.956,0.807,1.101,0.47400000000000003,0.593,0.183,0.089,-1,1.487731910998491e-7,BLZ,-0.10097531604766796,0.019582201004030075,0.023808233976364057,0.04549062776565593,-0.05701564085483604,-0.00758107161521912
2015,Benin,Sub-Saharan Africa,155,3.34,0.28665,0.35386,0.3191,0.48450000000000004,0.18259999999999998,0.0801,NA,NA,BEN,NA,NA,NA,NA,NA,NA
2016,Benin,Sub-Saharan Africa,153,3.484,0.39499,0.10419000000000002,0.21028000000000002,0.39747000000000005,0.2018,0.06681,-2,0.14400000000000013,BEN,0.10833999999999999,-0.24967,-0.10881999999999997,-0.08703,0.019200000000000023,-0.01329000000000001
2017,Benin,Africa,143,3.65700006484985,0.43108540773391707,0.435299843549728,0.209930211305618,0.4259627759456632,0.20794846117496507,0.0609290152788162,-10,0.17300006484984998,BEN,0.03609540773391706,0.331109843549728,-3.497886943820139e-4,0.02849277594566313,0.006148461174965064,-0.005880984721183792
2018,Benin,Africa,136,4.141,0.378,0.372,0.24000000000000002,0.44,0.163,0.067,-7,0.48399993515015005,BEN,-0.05308540773391707,-0.06329984354972801,0.03006978869438201,0.014037224054336828,-0.044948461174965065,0.006070984721183802
2019,Benin,Africa,102,4.883,0.393,0.43700000000000006,0.397,0.349,0.17500000000000002,0.082,-34,0.742,BEN,0.015000000000000013,0.06500000000000006,0.157,-0.09100000000000003,0.01200000000000001,0.015
2015,Bhutan,Southern Asia,79,5.253,0.77042,1.10395,0.5740700000000001,0.53206,0.4799800000000001,0.15445000000000003,NA,NA,BTN,NA,NA,NA,NA,NA,NA
2016,Bhutan,Southern Asia,84,5.196,0.8527000000000001,0.90836,0.49759,0.46074,0.48546000000000006,0.1616,5,-0.057000000000000384,BTN,0.08228000000000013,-0.19559000000000004,-0.0764800000000001,-0.07132,0.005479999999999985,0.007149999999999962
2017,Bhutan,Asia,97,5.01100015640259,0.8854163885116577,1.34012651443481,0.495879292488098,0.5015376806259159,0.47405454516410805,0.17338038980960802,13,-0.18499984359741006,BTN,0.03271638851165759,0.43176651443481007,-0.0017107075119019988,0.04079768062591588,-0.011405454835892004,0.011780389809608022
2018,Bhutan,Asia,97,5.082,0.7959999999999999,1.335,0.527,0.541,0.364,0.171,0,0.07099984359741018,BTN,-0.089416388511657785,-0.005126514434810048,0.031120707511902046,0.039462319374084176,-0.11005454516410806,-0.0023803898096080023
2019,Bhutan,Asia,95,5.082,0.8130000000000001,1.321,0.604,0.457,0.37,0.167,-2,0,BTN,0.017000000000000126,-0.014000000000000012,0.07699999999999996,-0.08400000000000002,0.006000000000000005,-0.0040000000000000036
2015,Bolivia,Latin America and Caribbean,51,5.89,0.6813299999999999,0.9784099999999999,0.5392,0.5741400000000001,0.20536000000000001,0.088,NA,NA,BOL,NA,NA,NA,NA,NA,NA
2016,Bolivia,Latin America and Caribbean,59,5.821999999999999,0.7942199999999999,0.8377900000000001,0.4697,0.50961,0.21698000000000003,0.07746000000000001,8,-0.0680000000000005,BOL,0.11289000000000005,-0.14061999999999975,-0.0695,-0.06453000000000009,0.01162000000000002,-0.01053999999999998
2017,Bolivia,Americas,58,5.82299995422363,0.8337565660476679,1.22761905193329,0.473630249500275,0.558732926845551,0.22556072473526,0.060477726161479894,-1,9.999542236309722e-4,BOL,0.039536566047667976,0.38982905193328976,0.003930249500274985,0.049122926845550974,0.008580724735259976,-0.01698227383852012
2018,Bolivia,Americas,62,5.752,0.751,1.2229999999999999,0.508,0.606,0.14100000000000001,0.054000000000000006,4,-0.07099995422363037,BOL,-0.0827565660476679,-0.0046190519332900415,0.034369750499725016,0.047267073154449,-0.08456072473526,-0.006477726161479888
2019,Bolivia,Americas,61,5.779000000000001,0.776,1.2089999999999999,0.706,0.511,0.137,0.064,-1,0.027000000000001023,BOL,0.025000000000000022,-0.014000000000000012,0.19799999999999995,-0.09499999999999997,-0.0040000000000000036,0.009999999999999995
2015,Bosnia and Herzegovina,Central and Eastern Europe,96,4.949000000000001,0.83223,0.91916,0.7908099999999999,0.09244999999999999,0.24808000000000002,0.0022700000000000003,NA,NA,BIH,NA,NA,NA,NA,NA,NA
2016,Bosnia and Herzegovina,Central and Eastern Europe,87,5.162999999999999,0.93383,0.6436700000000001,0.70766,0.09511,0.29889000000000004,0,-9,0.21399999999999864,BIH,0.10160000000000002,-0.2754899999999999,-0.08314999999999995,0.0026600000000000096,0.05081000000000002,-0.0022700000000000003
